name,launch date,source,tdp (W),cores,threads
Core i7-2617M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2617m,17.0,2,4.0
Core i7-2620M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2620m,35.0,2,4.0
Core i7-2627M  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2627m,35.0,2,4.0
Core i7-2629M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2629m,25.0,2,4.0
Core i7-2630QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2630qm,45.0,4,8.0
Core i7-2635QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2635qm,45.0,4,8.0
Core i7-2637M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2637m,17.0,2,4.0
Core i7-2640M  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2640m,35.0,2,4.0
Core i7-2649M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2649m,25.0,2,4.0
Core i7-2655LE  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2655le,25.0,2,4.0
Core i7-2655QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2655qm,45.0,4,8.0
Core i7-2657M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2657m,17.0,2,4.0
Core i7-2660M  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2660m,35.0,2,4.0
Core i7-2667M  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2667m,35.0,2,4.0
Core i7-2669M  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2669m,35.0,2,4.0
Core i7-2670QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2670qm,45.0,4,8.0
Core i7-2675QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2675qm,45.0,4,8.0
Core i7-2677M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2677m,17.0,2,4.0
Core i7-2685QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2685qm,35.0,4,8.0
Core i7-2689M  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2689m,35.0,2,4.0
Core i7-2710QE  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2710qe,45.0,4,8.0
Core i7-2715QE  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2715qe,45.0,4,8.0
Core i7-2720QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2720qm,45.0,4,8.0
Core i7-2740QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2740qm,45.0,4,8.0
Core i7-2760QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2760qm,45.0,4,8.0
Core i7-2820QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2820qm,45.0,4,8.0
Core i7-2840QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2840qm,45.0,4,8.0
Core i7-2860QM  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2860qm,45.0,4,8.0
Core i7-2920XM Extreme Edition  - Intel,2011-01-09,https://en.wikichip.org/wiki/intel/core_i7ee/i7-2920xm,55.0,4,8.0
Core i7-2960XM Extreme Edition  - Intel,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7ee/i7-2960xm,55.0,4,8.0
Core i7-3770K  - Intel,2012-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-3770k,77.0,4,8.0
Core i7-3920XM Extreme Edition  - Intel,2012-04-28,https://en.wikichip.org/wiki/intel/core_i7ee/i7-3920xm,55.0,4,8.0
Core i7-3940XM Extreme Edition  - Intel,2012-09-30,https://en.wikichip.org/wiki/intel/core_i7ee/i7-3940xm,55.0,4,8.0
Core i7-3960X Extreme Edition  - Intel,2011-11-14,https://en.wikichip.org/wiki/intel/core_i7ee/i7-3960x,130.0,6,12.0
Core i7-3970X Extreme Edition  - Intel,2012-11-12,https://en.wikichip.org/wiki/intel/core_i7ee/i7-3970x,150.0,6,12.0
Core i7-4750HQ  - Intel,2013-06-02,https://en.wikichip.org/wiki/intel/core_i7/i7-4750hq,47.0,4,8.0
Core i7-4760HQ  - Intel,2014-04-14,https://en.wikichip.org/wiki/intel/core_i7/i7-4760hq,47.0,4,8.0
Core i7-4770HQ  - Intel,2014-07-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4770hq,47.0,4,8.0
Core i7-4770R  - Intel,2013-06-04,https://en.wikichip.org/wiki/intel/core_i7/i7-4770r,47.0,4,8.0
Core i7-4850EQ  - Intel,2014-02-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4850eq,47.0,4,8.0
Core i7-4850HQ  - Intel,2013-06-04,https://en.wikichip.org/wiki/intel/core_i7/i7-4850hq,47.0,4,8.0
Core i7-4860EQ  - Intel,2014-02-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4860eq,47.0,4,8.0
Core i7-4860HQ  - Intel,2014-01-19,https://en.wikichip.org/wiki/intel/core_i7/i7-4860hq,47.0,4,8.0
Core i7-4870HQ  - Intel,2014-07-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4870hq,47.0,4,8.0
Core i7-4930MX Extreme Edition  - Intel,2013-06-02,https://en.wikichip.org/wiki/intel/core_i7ee/i7-4930mx,57.0,4,8.0
Core i7-4940MX Extreme Edition  - Intel,2014-01-19,https://en.wikichip.org/wiki/intel/core_i7ee/i7-4940mx,57.0,4,8.0
Core i7-4950HQ  - Intel,2013-06-04,https://en.wikichip.org/wiki/intel/core_i7/i7-4950hq,47.0,4,8.0
Core i7-4960HQ  - Intel,2013-09-01,https://en.wikichip.org/wiki/intel/core_i7/i7-4960hq,47.0,4,8.0
Core i7-4960X Extreme Edition  - Intel,2013-09-10,https://en.wikichip.org/wiki/intel/core_i7ee/i7-4960x,130.0,6,12.0
Core i7-4980HQ  - Intel,2014-09-01,https://en.wikichip.org/wiki/intel/core_i7/i7-4980hq,47.0,4,8.0
Core i7-5750HQ  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i7/i7-5750hq,47.0,4,8.0
Core i7-5775C  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i7/i7-5775c,65.0,4,8.0
Core i7-5775R  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i7/i7-5775r,65.0,4,8.0
Core i7-5850EQ  - Intel,2015-06-02,https://en.wikichip.org/wiki/intel/core_i7/i7-5850eq,47.0,4,8.0
Core i7-5850HQ  - Intel,2015-06-02,https://en.wikichip.org/wiki/intel/core_i7/i7-5850hq,47.0,4,8.0
Core i7-5950HQ  - Intel,2015-06-02,https://en.wikichip.org/wiki/intel/core_i7/i7-5950hq,47.0,4,8.0
Core i7-5960X Extreme Edition  - Intel,2014-08-29,https://en.wikichip.org/wiki/intel/core_i7ee/i7-5960x,140.0,8,16.0
Core i7-610E  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-610e,35.0,2,4.0
Core i7-620LE  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620le,25.0,2,4.0
Core i7-620LM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620lm,25.0,2,4.0
Core i7-620M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620m,35.0,2,4.0
Core i7-620UE  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620ue,18.0,2,4.0
Core i7-620UM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620um,18.0,2,4.0
Core i7-640LM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-640lm,25.0,2,4.0
Core i7-640M  - Intel,2010-09-13,https://en.wikichip.org/wiki/intel/core_i7/i7-640m,35.0,2,4.0
Core i7-640UM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-640um,18.0,2,4.0
Core i7-6498DU  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6498du,15.0,2,4.0
Core i7-6500U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6500u,15.0,2,4.0
Core i7-6560U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6560u,15.0,2,4.0
Core i7-6567U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6567u,28.0,2,4.0
Core i7-6600U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6600u,15.0,2,4.0
Core i7-660LM  - Intel,2010-09-13,https://en.wikichip.org/wiki/intel/core_i7/i7-660lm,25.0,2,4.0
Core i7-660UE  - Intel,2010-08-15,https://en.wikichip.org/wiki/intel/core_i7/i7-660ue,18.0,2,4.0
Core i7-660UM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-660um,18.0,2,4.0
Core i7-6650U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6650u,15.0,2,4.0
Core i7-6660U  - Intel,2016-03-20,https://en.wikichip.org/wiki/intel/core_i7/i7-6660u,15.0,2,4.0
Core i7-6700  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6700,65.0,4,8.0
Core i7-6700HQ  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6700hq,45.0,4,8.0
Core i7-6700K  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6700k,91.0,4,8.0
Core i7-6700T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6700t,35.0,4,8.0
Core i7-6700TE  - Intel,2015-10-19,https://en.wikichip.org/wiki/intel/core_i7/i7-6700te,35.0,4,8.0
Core i7-6770HQ  - Intel,2016-01-02,https://en.wikichip.org/wiki/intel/core_i7/i7-6770hq,45.0,4,8.0
Core i7-6785R  - Intel,2016-04-22,https://en.wikichip.org/wiki/intel/core_i7/i7-6785r,65.0,4,8.0
Core i7-680UM  - Intel,2010-05-27,https://en.wikichip.org/wiki/intel/core_i7/i7-680um,18.0,2,4.0
Core i7-6820EQ  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i7/i7-6820eq,45.0,4,8.0
Core i7-6820HK  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6820hk,45.0,4,8.0
Core i7-6820HQ  - Intel,2015-10-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6820hq,45.0,4,8.0
Core i7-6822EQ  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i7/i7-6822eq,25.0,4,8.0
Core i7-6870HQ  - Intel,2016-01-02,https://en.wikichip.org/wiki/intel/core_i7/i7-6870hq,45.0,4,8.0
Core i7-6920HQ  - Intel,2015-10-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6920hq,45.0,4,8.0
Core i7-6950X Extreme Edition  - Intel,2016-05-31,https://en.wikichip.org/wiki/intel/core_i7ee/i7-6950x,140.0,10,20.0
Core i7-6970HQ  - Intel,2016-01-02,https://en.wikichip.org/wiki/intel/core_i7/i7-6970hq,45.0,4,8.0
Core i7-720QM  - Intel,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7/i7-720qm,45.0,4,8.0
Core i7-740QM  - Intel,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7/i7-740qm,45.0,4,8.0
Core i7-7500U  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_i7/i7-7500u,15.0,2,4.0
Core i7-7510U  - Intel,,https://en.wikichip.org/wiki/intel/core_i7/i7-7510u,15.0,2,4.0
Core i7-7560U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7560u,15.0,2,4.0
Core i7-7567U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7567u,28.0,2,4.0
Core i7-7600U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7600u,15.0,2,4.0
Core i7-7660U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7660u,15.0,2,4.0
Core i7-7700  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7700,65.0,4,8.0
Core i7-7700HQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7700hq,45.0,4,8.0
Core i7-7700K  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7700k,91.0,4,8.0
Core i7-7700T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7700t,35.0,4,8.0
Core i7-7740X  - Intel,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7740x,112.0,4,8.0
Core i7-7800X  - Intel,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7800x,140.0,6,12.0
Core i7-7820EQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7820eq,45.0,4,8.0
Core i7-7820HK  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7820hk,45.0,4,8.0
Core i7-7820HQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7820hq,45.0,4,8.0
Core i7-7820X  - Intel,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7820x,140.0,8,16.0
Core i7-7920HQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i7/i7-7920hq,45.0,4,8.0
Core i7-7Y75  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_i7/i7-7y75,4.5,2,4.0
Core i7-8086K  - Intel,2018-06-08,https://en.wikichip.org/wiki/intel/core_i7/i7-8086k,95.0,6,12.0
Core i7-820QM  - Intel,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7/i7-820qm,45.0,4,8.0
Core i7-840QM  - Intel,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7/i7-840qm,45.0,4,8.0
Core i7-8500Y  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_i7/i7-8500y,5.0,2,4.0
Core i7-8510Y  - Intel,2019-04-04,https://en.wikichip.org/wiki/intel/core_i7/i7-8510y,7.0,2,4.0
Core i7-8550U  - Intel,2017-08-21,https://en.wikichip.org/wiki/intel/core_i7/i7-8550u,15.0,4,8.0
Core i7-8559U  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i7/i7-8559u,28.0,4,8.0
Core i7-8565U  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_i7/i7-8565u,15.0,4,8.0
Core i7-8650U  - Intel,2017-08-21,https://en.wikichip.org/wiki/intel/core_i7/i7-8650u,15.0,4,8.0
Core i7-8665U  - Intel,2019-04-16,https://en.wikichip.org/wiki/intel/core_i7/i7-8665u,15.0,4,8.0
Core i7-8670  - Intel,,https://en.wikichip.org/wiki/intel/core_i7/i7-8670,65.0,6,12.0
Core i7-8670T  - Intel,,https://en.wikichip.org/wiki/intel/core_i7/i7-8670t,35.0,6,12.0
Core i7-8700  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i7/i7-8700,65.0,6,12.0
Core i7-8700B  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i7/i7-8700b,65.0,6,12.0
Core i7-8700K  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i7/i7-8700k,95.0,6,12.0
Core i7-8700T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i7/i7-8700t,35.0,6,12.0
Core i7-8705G  - Intel,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8705g,65.0,4,8.0
Core i7-8706G  - Intel,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8706g,65.0,4,8.0
Core i7-8709G  - Intel,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8709g,100.0,4,8.0
Core i7-8750H  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i7/i7-8750h,45.0,6,12.0
Core i7-8809G  - Intel,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8809g,100.0,4,8.0
Core i7-8850H  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i7/i7-8850h,45.0,6,12.0
Core i7-920XM Extreme Edition  - Intel,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7ee/i7-920xm,55.0,4,8.0
Core i7-940XM Extreme Edition  - Intel,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7ee/i7-940xm,55.0,4,8.0
Core i7-965 Extreme Edition  - Intel,2008-11-17,https://en.wikichip.org/wiki/intel/core_i7ee/i7-965,130.0,4,8.0
Core i7-9700  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-9700,65.0,8,8.0
Core i7-9700F  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-9700f,65.0,8,8.0
Core i7-9700K  - Intel,2018-10-19,https://en.wikichip.org/wiki/intel/core_i7/i7-9700k,95.0,8,8.0
Core i7-9700KF  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-9700kf,95.0,8,8.0
Core i7-9700T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-9700t,35.0,8,8.0
Core i7-975 Extreme Edition  - Intel,2009-06-02,https://en.wikichip.org/wiki/intel/core_i7ee/i7-975,130.0,4,8.0
Core i7-9750H  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-9750h,45.0,6,12.0
Core i7-9800X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i7/i7-9800x,165.0,8,16.0
Core i7-980X Extreme Edition  - Intel,2010-03-16,https://en.wikichip.org/wiki/intel/core_i7ee/i7-980x,130.0,6,12.0
Core i7-9850H  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-9850h,45.0,6,12.0
Core i7-990X Extreme Edition  - Intel,2011-02-13,https://en.wikichip.org/wiki/intel/core_i7ee/i7-990x,130.0,6,12.0
Core i9-12900K  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i9/i9-12900k,125.0,16,24.0
Core i9-12900KF  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i9/i9-12900kf,125.0,16,24.0
Core i9-13900K  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i9/i9-13900k,125.0,24,32.0
Core i9-13900KF  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i9/i9-13900kf,125.0,24,32.0
Core i9-7900X  - Intel,2017-06-26,https://en.wikichip.org/wiki/intel/core_i9/i9-7900x,140.0,10,20.0
Core i9-7920X  - Intel,2017-08-28,https://en.wikichip.org/wiki/intel/core_i9/i9-7920x,140.0,12,24.0
Core i9-7940X  - Intel,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7940x,165.0,14,28.0
Core i9-7960X  - Intel,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7960x,165.0,16,32.0
Core i9-7980XE  - Intel,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7980xe,165.0,18,36.0
Core i9-8950HK  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i9/i9-8950hk,45.0,6,12.0
Core i9-9820X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9820x,165.0,10,20.0
Core i9-9880H  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i9/i9-9880h,45.0,8,16.0
Core i9-9900  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i9/i9-9900,65.0,8,16.0
Core i9-9900K  - Intel,2018-10-19,https://en.wikichip.org/wiki/intel/core_i9/i9-9900k,95.0,8,16.0
Core i9-9900KF  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i9/i9-9900kf,95.0,8,16.0
Core i9-9900KS  - Intel,2019-10-30,https://en.wikichip.org/wiki/intel/core_i9/i9-9900ks,127.0,8,16.0
Core i9-9900T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i9/i9-9900t,35.0,8,16.0
Core i9-9900X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9900x,165.0,10,20.0
Core i9-9920X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9920x,165.0,12,24.0
Core i9-9940X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9940x,165.0,14,28.0
Core i9-9960X  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9960x,165.0,16,32.0
Core i9-9980HK  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i9/i9-9980hk,45.0,8,16.0
Core i9-9980XE  - Intel,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9980xe,165.0,18,36.0
Core i9-9990XE  - Intel,2019-01-03,https://en.wikichip.org/wiki/intel/core_i9/i9-9990xe,255.0,14,28.0
Core m3-6Y30  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_m/m3-6y30,4.5,2,4.0
Core M3-7Y30  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_m/m3-7y30,4.5,2,4.0
Core M3-7Y32  - Intel,2017-04-10,https://en.wikichip.org/wiki/intel/core_m/m3-7y32,4.5,2,4.0
Core M3-8100Y  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_m/m3-8100y,5.0,2,4.0
Core m5-6Y54  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_m/m5-6y54,4.5,2,4.0
Core m5-6Y57  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_m/m5-6y57,4.5,2,4.0
Core m7-6Y75  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_m/m7-6y75,4.5,2,4.0
Duron 1000 (Camaro)  - AMD,2001-12-17,https://en.wikichip.org/wiki/amd/duron/dhm1000avs1b,25.0,1,1.0
Duron 1000 (Morgan)  - AMD,2001-08-20,https://en.wikichip.org/wiki/amd/duron/dhd1000amt1b,46.1,1,1.0
Duron 1100 (Morgan)  - AMD,2001-10-01,https://en.wikichip.org/wiki/amd/duron/dhd1100amt1b,50.3,1,1.0
Duron 1200 (Morgan)  - AMD,2001-11-15,https://en.wikichip.org/wiki/amd/duron/dhd1200amt1b,54.7,1,1.0
Duron 1300 (Morgan)  - AMD,2002-01-21,https://en.wikichip.org/wiki/amd/duron/dhd1300amt1b,60.0,1,1.0
Duron 1400 (Applebred)  - AMD,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1400dlv1c,57.0,1,1.0
Duron 1600 (Applebred)  - AMD,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1600dlv1c,57.0,1,1.0
Duron 1800 (Applebred)  - AMD,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1800dlv1c,57.0,1,1.0
Duron 550 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d550aut1b,25.4,1,1.0
Duron 600 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d600ast1b,22.7,1,1.0
Duron 600 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d600aut1b,27.4,1,1.0
Duron 650 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d650aut1b,29.4,1,1.0
Duron 650 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d650ast1b,24.3,1,1.0
Duron 700 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d700ast1b,25.5,1,1.0
Duron 700 (Spitfire)  - AMD,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d700aut1b,31.4,1,1.0
Duron 700 (Spitfire)  - AMD,2000-10-17,https://en.wikichip.org/wiki/amd/duron/d700avs1b,21.3,1,1.0
Duron 750 (Spitfire)  - AMD,2000-09-05,https://en.wikichip.org/wiki/amd/duron/d750ast1b,31.2,1,1.0
Duron 750 (Spitfire)  - AMD,2000-09-05,https://en.wikichip.org/wiki/amd/duron/d750aut1b,33.4,1,1.0
Duron 800 (Camaro)  - AMD,2001-01-01,https://en.wikichip.org/wiki/amd/duron/dhg0800avs1b,25.0,1,1.0
Duron 800 (Camaro)  - AMD,2001-05-14,https://en.wikichip.org/wiki/amd/duron/dhm0800als1b,25.0,1,1.0
Duron 800 (Spitfire)  - AMD,2000-10-17,https://en.wikichip.org/wiki/amd/duron/d800aut1b,35.4,1,1.0
Duron 800 (Spitfire)  - AMD,2001-04-02,https://en.wikichip.org/wiki/amd/duron/d800avs1b,33.2,1,1.0
Duron 850 (Camaro)  - AMD,2001-05-14,https://en.wikichip.org/wiki/amd/duron/dhm0850als1b,25.0,1,1.0
Duron 850 (Camaro)  - AMD,2001-05-14,https://en.wikichip.org/wiki/amd/duron/dhm0850avs1b,25.0,1,1.0
Duron 850 (Spitfire)  - AMD,2001-01-08,https://en.wikichip.org/wiki/amd/duron/d850aut1b,37.4,1,1.0
Duron 900 (Camaro)  - AMD,2001-08-20,https://en.wikichip.org/wiki/amd/duron/dhm0900aqs1b,25.0,1,1.0
Duron 900 (Morgan)  - AMD,2001-04-02,https://en.wikichip.org/wiki/amd/duron/dhd900amt1b,42.7,1,1.0
Duron 900 (Spitfire)  - AMD,2001-04-02,https://en.wikichip.org/wiki/amd/duron/d900aut1b,39.5,1,1.0
Duron 950 (Camaro)  - AMD,2001-11-12,https://en.wikichip.org/wiki/amd/duron/dhm0950aqs1b,25.0,1,1.0
Duron 950 (Morgan)  - AMD,2001-07-12,https://en.wikichip.org/wiki/amd/duron/dhd950amt1b,44.4,1,1.0
Duron 950 (Spitfire)  - AMD,2001-06-06,https://en.wikichip.org/wiki/amd/duron/d950aut1b,41.5,1,1.0
eMAG 8180  - Ampere,2018-09-08,https://en.wikichip.org/wiki/ampere_computing/emag/8180,125.0,32,32.0
Embedded G-Series T16R  - AMD,2012-06-01,https://en.wikichip.org/wiki/amd/embedded/t16r,4.5,1,1.0
Embedded G-Series T24L  - AMD,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t24l,5.0,1,1.0
Embedded G-Series T30L  - AMD,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t30l,18.0,1,1.0
Embedded G-Series T40E  - AMD,2011-05-23,https://en.wikichip.org/wiki/amd/embedded/t40e,6.4,2,2.0
Embedded G-Series T40N  - AMD,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t40n,18.0,2,2.0
Embedded G-Series T40R  - AMD,2011-05-23,https://en.wikichip.org/wiki/amd/embedded/t40r,5.5,1,1.0
Embedded G-Series T44R  - AMD,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t44r,9.0,1,1.0
Embedded G-Series T48E  - AMD,2012-01-01,https://en.wikichip.org/wiki/amd/embedded/t48e,18.0,2,2.0
Embedded G-Series T48L  - AMD,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t48l,18.0,2,2.0
Embedded G-Series T48N  - AMD,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t48n,18.0,2,2.0
Embedded G-Series T52R  - AMD,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t52r,18.0,1,1.0
Embedded G-Series T56E  - AMD,2012-01-01,https://en.wikichip.org/wiki/amd/embedded/t56e,18.0,2,2.0
