name,launch date,source,tdp (W),cores,threads
Core i3-2348M  - Intel,2013-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2348m,35.0,2,4.0
Core i3-2350LM  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2350lm,17.0,2,4.0
Core i3-2350M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2350m,35.0,2,4.0
Core i3-2355M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2355m,17.0,2,4.0
Core i3-2357M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2357m,17.0,2,4.0
Core i3-2365M  - Intel,2012-09-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2365m,17.0,2,4.0
Core i3-2367M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2367m,17.0,2,4.0
Core i3-2370LM  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2370lm,17.0,2,4.0
Core i3-2370M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2370m,35.0,2,4.0
Core i3-2375M  - Intel,2013-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2375m,17.0,2,4.0
Core i3-2377M  - Intel,2012-09-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2377m,17.0,2,4.0
Core i3-2390M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2390m,35.0,2,4.0
Core i3-2393M  - Intel,2011-08-14,https://en.wikichip.org/wiki/intel/core_i3/i3-2393m,35.0,2,4.0
Core i3-2394M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2394m,35.0,2,4.0
Core i3-2395M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2395m,35.0,2,4.0
Core i3-2397M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-2397m,17.0,2,4.0
Core i3-330E  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i3/i3-330e,35.0,2,4.0
Core i3-330M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i3/i3-330m,35.0,2,4.0
Core i3-330UM  - Intel,2010-05-24,https://en.wikichip.org/wiki/intel/core_i3/i3-330um,18.0,2,4.0
Core i3-350M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i3/i3-350m,35.0,2,4.0
Core i3-370M  - Intel,2010-06-22,https://en.wikichip.org/wiki/intel/core_i3/i3-370m,35.0,2,4.0
Core i3-380M  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/core_i3/i3-380m,35.0,2,4.0
Core i3-380UM  - Intel,2010-10-01,https://en.wikichip.org/wiki/intel/core_i3/i3-380um,18.0,2,4.0
Core i3-390M  - Intel,2011-01-11,https://en.wikichip.org/wiki/intel/core_i3/i3-390m,35.0,2,4.0
Core i3-6006U  - Intel,2016-11-10,https://en.wikichip.org/wiki/intel/core_i3/i3-6006u,15.0,2,4.0
Core i3-6098P  - Intel,2015-12-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6098p,54.0,2,4.0
Core i3-6100  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6100,51.0,2,4.0
Core i3-6100E  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i3/i3-6100e,35.0,2,4.0
Core i3-6100H  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6100h,35.0,2,4.0
Core i3-6100T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6100t,35.0,2,4.0
Core i3-6100TE  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i3/i3-6100te,35.0,2,4.0
Core i3-6100U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6100u,15.0,2,4.0
Core i3-6102E  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i3/i3-6102e,25.0,2,4.0
Core i3-6120T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/6120t,35.0,2,4.0
Core i3-6157U  - Intel,2016-06-01,https://en.wikichip.org/wiki/intel/core_i3/i3-6157u,28.0,2,4.0
Core i3-6167U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6167u,28.0,2,4.0
Core i3-6300  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6300,51.0,2,4.0
Core i3-6300T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6300t,35.0,2,4.0
Core i3-6320  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i3/i3-6320,51.0,2,4.0
Core i3-6320T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/6320t,35.0,2,4.0
Core i3-7007U  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7007u,15.0,2,4.0
Core i3-7020U  - Intel,2018-04-10,https://en.wikichip.org/wiki/intel/core_i3/i3-7020u,15.0,2,4.0
Core i3-7100  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7100,51.0,2,4.0
Core i3-7100E  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7100e,35.0,2,4.0
Core i3-7100H  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7100h,35.0,2,4.0
Core i3-7100T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7100t,35.0,2,4.0
Core i3-7100U  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_i3/i3-7100u,15.0,2,4.0
Core i3-7101E  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7101e,54.0,2,4.0
Core i3-7101TE  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7101te,35.0,2,4.0
Core i3-7102E  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7102e,25.0,2,4.0
Core i3-7110U  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7110u,15.0,2,4.0
Core i3-7120  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7120,51.0,2,4.0
Core i3-7120T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7120t,35.0,2,4.0
Core i3-7130U  - Intel,2017-06-12,https://en.wikichip.org/wiki/intel/core_i3/i3-7130u,15.0,2,4.0
Core i3-7167U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7167u,28.0,2,4.0
Core i3-7300  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7300,51.0,2,4.0
Core i3-7300T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7300t,35.0,2,4.0
Core i3-7310T  - Intel,2017-01-01,https://en.wikichip.org/wiki/intel/core_i3/i3-7310t,35.0,2,4.0
Core i3-7310U  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7310u,15.0,2,4.0
Core i3-7320  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7320,51.0,2,4.0
Core i3-7320T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7320t,35.0,2,4.0
Core i3-7340  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-7340,51.0,2,4.0
Core i3-7350K  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i3/i3-7350k,60.0,2,4.0
Core i3-8000  - Intel,2018-03-01,https://en.wikichip.org/wiki/intel/core_i3/i3-8000,65.0,4,4.0
Core i3-8000T  - Intel,2018-03-01,https://en.wikichip.org/wiki/intel/core_i3/i3-8000t,35.0,4,4.0
Core i3-8020  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8020,51.0,4,4.0
Core i3-8020T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8020t,35.0,4,4.0
Core i3-8100  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i3/i3-8100,65.0,4,4.0
Core i3-8100F  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i3/i3-8100f,65.0,4,4.0
Core i3-8100H  - Intel,2018-07-05,https://en.wikichip.org/wiki/intel/core_i3/i3-8100h,45.0,4,4.0
Core i3-8100T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i3/i3-8100t,35.0,4,4.0
Core i3-8109U  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i3/i3-8109u,28.0,2,4.0
Core i3-8120  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8120,51.0,4,4.0
Core i3-8120T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8120t,35.0,4,4.0
Core i3-8121U  - Intel,2018-05-15,https://en.wikichip.org/wiki/intel/core_i3/i3-8121u,15.0,2,4.0
Core i3-8130U  - Intel,2018-02-12,https://en.wikichip.org/wiki/intel/core_i3/i3-8130u,15.0,2,4.0
Core i3-8145U  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_i3/i3-8145u,15.0,2,4.0
Core i3-8300  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i3/i3-8300,62.0,4,4.0
Core i3-8300T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i3/i3-8300t,35.0,4,4.0
Core i3-8320  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8320,51.0,4,4.0
Core i3-8320T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-8320t,35.0,4,4.0
Core i3-8350K  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i3/i3-8350k,91.0,4,4.0
Core i3-9000  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-9000,65.0,4,4.0
Core i3-9000T  - Intel,,https://en.wikichip.org/wiki/intel/core_i3/i3-9000t,35.0,4,4.0
Core i3-9100  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i3/i3-9100,65.0,4,4.0
Core i3-9100F  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i3/i3-9100f,65.0,4,4.0
Core i3-9100T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i3/i3-9100t,35.0,4,4.0
Core i3-9300  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i3/i3-9300,62.0,4,4.0
Core i3-9300T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i3/i3-9300t,35.0,4,4.0
Core i3-9350KF  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i3/i3-9350kf,91.0,4,4.0
Core i5-1030G4  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i5/i5-1030g4,9.0,4,8.0
Core i5-1030G7  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i5/i5-1030g7,9.0,4,8.0
Core i5-1035G1  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i5/i5-1035g1,15.0,4,8.0
Core i5-1035G4  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i5/i5-1035g4,15.0,4,8.0
Core i5-1035G7  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i5/i5-1035g7,15.0,4,8.0
Core i5-12600K  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i5/i5-12600k,125.0,10,16.0
Core i5-12600KF  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i5/i5-12600kf,125.0,10,16.0
Core i5-13600K  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i5/i5-13600k,125.0,14,20.0
Core i5-13600KF  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i5/i5-13600kf,125.0,14,20.0
Core i5-2410M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2410m,35.0,2,4.0
Core i5-2415M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2415m,35.0,2,4.0
Core i5-2430M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2430m,35.0,2,4.0
Core i5-2435M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2435m,35.0,2,4.0
Core i5-2450M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2450m,35.0,2,4.0
Core i5-2467M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2467m,17.0,2,4.0
Core i5-2475M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2475m,35.0,2,4.0
Core i5-2477M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2477m,35.0,2,4.0
Core i5-2487M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2487m,35.0,2,4.0
Core i5-2490M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2490m,35.0,2,4.0
Core i5-2497M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2497m,35.0,2,4.0
Core i5-2510E  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2510e,35.0,2,4.0
Core i5-2515E  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2515e,35.0,2,4.0
Core i5-2520M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2520m,35.0,2,4.0
Core i5-2537M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2537m,17.0,2,4.0
Core i5-2540LM  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2540lm,35.0,2,4.0
Core i5-2540M  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2540m,35.0,2,4.0
Core i5-2547M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2547m,35.0,2,4.0
Core i5-2557M  - Intel,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2557m,17.0,2,4.0
Core i5-2560LM  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2560lm,35.0,2,4.0
Core i5-2560M  - Intel,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2560m,35.0,2,4.0
Core i5-2580M  - Intel,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2580m,35.0,2,4.0
Core i5-430M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-430m,35.0,2,4.0
Core i5-430UM  - Intel,2010-06-20,https://en.wikichip.org/wiki/intel/core_i5/i5-430um,18.0,2,4.0
Core i5-450M  - Intel,2010-06-20,https://en.wikichip.org/wiki/intel/core_i5/i5-450m,35.0,2,4.0
Core i5-4570R  - Intel,2013-06-04,https://en.wikichip.org/wiki/intel/core_i5/i5-4570r,65.0,4,4.0
Core i5-460M  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-460m,35.0,2,4.0
Core i5-4670R  - Intel,2013-06-04,https://en.wikichip.org/wiki/intel/core_i5/i5-4670r,65.0,4,4.0
Core i5-470UM  - Intel,2010-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-470um,18.0,2,4.0
Core i5-480M  - Intel,2011-01-11,https://en.wikichip.org/wiki/intel/core_i5/i5-480m,35.0,2,4.0
Core i5-520E  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520e,35.0,2,4.0
Core i5-520M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520m,35.0,2,4.0
Core i5-520UM  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520um,18.0,2,4.0
Core i5-5350H  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i5/i5-5350h,47.0,2,4.0
Core i5-540M  - Intel,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-540m,35.0,2,4.0
Core i5-540UM  - Intel,2010-05-24,https://en.wikichip.org/wiki/intel/core_i5/i5-540um,18.0,2,4.0
Core i5-5575R  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i5/i5-5575r,65.0,4,4.0
Core i5-560M  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-560m,35.0,2,4.0
Core i5-560UM  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-560um,18.0,2,4.0
Core i5-5675C  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i5/i5-5675c,65.0,4,4.0
Core i5-5675R  - Intel,2015-04-15,https://en.wikichip.org/wiki/intel/core_i5/i5-5675r,65.0,4,4.0
Core i5-580M  - Intel,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-580m,35.0,2,4.0
Core i5-6198DU  - Intel,2015-12-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6198du,15.0,2,4.0
Core i5-6200U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6200u,15.0,2,4.0
Core i5-6260U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6260u,15.0,2,4.0
Core i5-6267U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6267u,28.0,2,4.0
Core i5-6287U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6287u,28.0,2,4.0
Core i5-6300HQ  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6300hq,45.0,4,4.0
Core i5-6300U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6300u,15.0,2,4.0
Core i5-6350HQ  - Intel,2016-01-02,https://en.wikichip.org/wiki/intel/core_i5/i5-6350hq,45.0,4,4.0
Core i5-6360U  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6360u,15.0,2,4.0
Core i5-6400  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6400,65.0,4,4.0
Core i5-6400T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6400t,35.0,4,4.0
Core i5-6402P  - Intel,2015-12-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6402p,65.0,4,4.0
Core i5-6440EQ  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i5/i5-6440eq,45.0,4,4.0
Core i5-6440HQ  - Intel,2015-10-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6440hq,45.0,4,4.0
Core i5-6442EQ  - Intel,2015-10-12,https://en.wikichip.org/wiki/intel/core_i5/i5-6442eq,25.0,4,4.0
Core i5-6500  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6500,65.0,4,4.0
Core i5-6500T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6500t,35.0,4,4.0
Core i5-6500TE  - Intel,2015-10-19,https://en.wikichip.org/wiki/intel/core_i5/i5-6500te,35.0,4,4.0
Core i5-6585R  - Intel,2016-04-22,https://en.wikichip.org/wiki/intel/core_i5/i5-6585r,65.0,4,4.0
Core i5-6600  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6600,65.0,4,4.0
Core i5-6600K  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6600k,91.0,4,4.0
Core i5-6600T  - Intel,2015-09-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6600t,35.0,4,4.0
Core i5-6685R  - Intel,2016-04-22,https://en.wikichip.org/wiki/intel/core_i5/i5-6685r,65.0,4,4.0
Core i5-7200U  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_i5/i5-7200u,15.0,2,4.0
Core i5-7210U  - Intel,,https://en.wikichip.org/wiki/intel/core_i5/i5-7210u,15.0,2,4.0
Core i5-7260U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7260u,15.0,2,4.0
Core i5-7267U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7267u,28.0,2,4.0
Core i5-7287U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7287u,28.0,2,4.0
Core i5-7300HQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7300hq,45.0,4,4.0
Core i5-7300U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7300u,15.0,2,4.0
Core i5-7360U  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7360u,15.0,2,4.0
Core i5-7400  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7400,65.0,4,4.0
Core i5-7400T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7400t,35.0,4,4.0
Core i5-7440EQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7440eq,45.0,4,4.0
Core i5-7440HQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7440hq,45.0,4,4.0
Core i5-7442EQ  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7442eq,25.0,4,4.0
Core i5-7500  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7500,65.0,4,4.0
Core i5-7500T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7500t,35.0,4,4.0
Core i5-7600  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7600,65.0,4,4.0
Core i5-7600K  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7600k,91.0,4,4.0
Core i5-7600T  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7600t,35.0,4,4.0
Core i5-7640X  - Intel,2017-06-26,https://en.wikichip.org/wiki/intel/core_i5/i5-7640x,112.0,4,4.0
Core i5-7Y54  - Intel,2016-08-30,https://en.wikichip.org/wiki/intel/core_i5/i5-7y54,4.5,2,4.0
Core i5-7Y57  - Intel,2017-01-03,https://en.wikichip.org/wiki/intel/core_i5/i5-7y57,4.5,2,4.0
Core i5-8200Y  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_i5/i5-8200y,5.0,2,4.0
Core i5-8210Y  - Intel,2018-10-30,https://en.wikichip.org/wiki/intel/core_i5/i5-8210y,7.0,2,4.0
Core i5-8250U  - Intel,2017-08-21,https://en.wikichip.org/wiki/intel/core_i5/i5-8250u,15.0,4,8.0
Core i5-8259U  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8259u,28.0,4,8.0
Core i5-8265U  - Intel,2018-08-28,https://en.wikichip.org/wiki/intel/core_i5/i5-8265u,15.0,4,8.0
Core i5-8269U  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8269u,28.0,4,8.0
Core i5-8300H  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8300h,45.0,4,8.0
Core i5-8305G  - Intel,2018-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-8305g,65.0,4,8.0
Core i5-8310Y  - Intel,2019-04-04,https://en.wikichip.org/wiki/intel/core_i5/i5-8310y,7.0,2,4.0
Core i5-8350U  - Intel,2017-08-21,https://en.wikichip.org/wiki/intel/core_i5/i5-8350u,15.0,4,8.0
Core i5-8365U  - Intel,2019-04-16,https://en.wikichip.org/wiki/intel/core_i5/i5-8365u,15.0,4,8.0
Core i5-8400  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i5/i5-8400,65.0,6,6.0
Core i5-8400B  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8400b,65.0,6,6.0
Core i5-8400H  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8400h,45.0,4,8.0
Core i5-8400T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8400t,35.0,6,6.0
Core i5-8420  - Intel,,https://en.wikichip.org/wiki/intel/core_i5/i5-8420,65.0,6,6.0
Core i5-8420T  - Intel,,https://en.wikichip.org/wiki/intel/core_i5/i5-8420t,35.0,6,6.0
Core i5-8500  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8500,65.0,6,6.0
Core i5-8500B  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8500b,65.0,6,6.0
Core i5-8500T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8500t,35.0,6,6.0
Core i5-8550  - Intel,,https://en.wikichip.org/wiki/intel/core_i5/i5-8550,65.0,6,6.0
Core i5-8600  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8600,65.0,6,6.0
Core i5-8600K  - Intel,2017-10-05,https://en.wikichip.org/wiki/intel/core_i5/i5-8600k,95.0,6,6.0
Core i5-8600T  - Intel,2018-04-02,https://en.wikichip.org/wiki/intel/core_i5/i5-8600t,35.0,6,6.0
Core i5-8650  - Intel,,https://en.wikichip.org/wiki/intel/core_i5/i5-8650,65.0,6,6.0
Core i5-9300H  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9300h,45.0,4,8.0
Core i5-9400  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-9400,65.0,6,6.0
Core i5-9400F  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-9400f,65.0,6,6.0
Core i5-9400H  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9400h,45.0,4,8.0
Core i5-9400T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9400t,35.0,6,6.0
Core i5-9500  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9500,65.0,6,6.0
Core i5-9500F  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9500f,65.0,6,6.0
Core i5-9500T  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9500t,35.0,6,6.0
Core i5-9600  - Intel,2019-04-23,https://en.wikichip.org/wiki/intel/core_i5/i5-9600,65.0,6,6.0
Core i5-9600K  - Intel,2018-10-19,https://en.wikichip.org/wiki/intel/core_i5/i5-9600k,95.0,6,6.0
Core i5-9600KF  - Intel,2019-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-9600kf,95.0,6,6.0
Core i7-10510U  - Intel,,https://en.wikichip.org/wiki/intel/core_i7/i7-10510u,15.0,4,8.0
Core i7-1060G7  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i7/i7-1060g7,9.0,4,8.0
Core i7-1065G7  - Intel,2019-08-01,https://en.wikichip.org/wiki/intel/core_i7/i7-1065g7,15.0,4,8.0
Core i7-1068G7  - Intel,,https://en.wikichip.org/wiki/intel/core_i7/i7-1068g7,28.0,4,8.0
Core i7-12700K  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i7/i7-12700k,125.0,12,20.0
Core i7-12700KF  - Intel,2021-11-04,https://en.wikichip.org/wiki/intel/core_i7/i7-12700kf,125.0,12,20.0
Core i7-13700K  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i7/i7-13700k,125.0,16,24.0
Core i7-13700KF  - Intel,2022-10-20,https://en.wikichip.org/wiki/intel/core_i7/i7-13700kf,125.0,16,24.0
Core i7-2535QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2535qm,35.0,4,8.0
Core i7-2570QM  - Intel,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2570qm,35.0,4,8.0
Core i7-2610UE  - Intel,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2610ue,17.0,2,4.0
