normalized_name,name_wikichip,name_external,tdp (W)_wikichip,tdp (W)_external,TDP_differs,cores_wikichip,cores_external,Cores_differs
intel core i3-6300t,Core i3-6300T  - Intel,Intel® Core™ i3-6300T Processor,35.0,35.0,False,2,2,False
intel core i3-6320,Core i3-6320  - Intel,Intel® Core™ i3-6320 Processor,51.0,51.0,False,2,2,False
intel core i3-7020u,Core i3-7020U  - Intel,Intel® Core™ i3-7020U Processor,15.0,15.0,False,2,2,False
intel core i3-7100,Core i3-7100  - Intel,Intel® Core™ i3-7100 Processor,51.0,51.0,False,2,2,False
intel core i3-7100e,Core i3-7100E  - Intel,Intel® Core™ i3-7100E Processor,35.0,35.0,False,2,2,False
intel core i3-7100h,Core i3-7100H  - Intel,Intel® Core™ i3-7100H Processor,35.0,35.0,False,2,2,False
intel core i3-7100t,Core i3-7100T  - Intel,Intel® Core™ i3-7100T Processor,35.0,35.0,False,2,2,False
intel core i3-7100u,Core i3-7100U  - Intel,Intel® Core™ i3-7100U Processor,15.0,15.0,False,2,2,False
intel core i3-7101e,Core i3-7101E  - Intel,Intel® Core™ i3-7101E Processor,54.0,54.0,False,2,2,False
intel core i3-7101te,Core i3-7101TE  - Intel,Intel® Core™ i3-7101TE Processor,35.0,35.0,False,2,2,False
intel core i3-7102e,Core i3-7102E  - Intel,Intel® Core™ i3-7102E Processor,25.0,25.0,False,2,2,False
intel core i3-7130u,Core i3-7130U  - Intel,Intel® Core™ i3-7130U Processor,15.0,15.0,False,2,2,False
intel core i3-7167u,Core i3-7167U  - Intel,Intel® Core™ i3-7167U Processor,28.0,28.0,False,2,2,False
intel core i3-7300,Core i3-7300  - Intel,Intel® Core™ i3-7300 Processor,51.0,51.0,False,2,2,False
intel core i3-7300t,Core i3-7300T  - Intel,Intel® Core™ i3-7300T Processor,35.0,35.0,False,2,2,False
intel core i3-7320,Core i3-7320  - Intel,Intel® Core™ i3-7320 Processor,51.0,51.0,False,2,2,False
intel core i3-7350k,Core i3-7350K  - Intel,Intel® Core™ i3-7350K Processor,60.0,60.0,False,2,2,False
intel core i3-8100,Core i3-8100  - Intel,Intel® Core™ i3-8100 Processor,65.0,65.0,False,4,4,False
intel core i3-8100h,Core i3-8100H  - Intel,Intel® Core™ i3-8100H Processor,45.0,45.0,False,4,4,False
intel core i3-8100t,Core i3-8100T  - Intel,Intel® Core™ i3-8100T Processor,35.0,35.0,False,4,4,False
intel core i3-8109u,Core i3-8109U  - Intel,Intel® Core™ i3-8109U Processor,28.0,28.0,False,2,2,False
intel core i3-8130u,Core i3-8130U  - Intel,Intel® Core™ i3-8130U Processor,15.0,15.0,False,2,2,False
intel core i3-8145u,Core i3-8145U  - Intel,Intel® Core™ i3-8145U Processor,15.0,15.0,False,2,2,False
intel core i3-8300,Core i3-8300  - Intel,Intel® Core™ i3-8300 Processor,62.0,62.0,False,4,4,False
intel core i3-8300t,Core i3-8300T  - Intel,Intel® Core™ i3-8300T Processor,35.0,35.0,False,4,4,False
intel core i3-8350k,Core i3-8350K  - Intel,Intel® Core™ i3-8350K Processor,91.0,91.0,False,4,4,False
intel core i3-9100,Core i3-9100  - Intel,Intel® Core™ i3-9100 Processor,65.0,65.0,False,4,4,False
intel core i3-9100f,Core i3-9100F  - Intel,Intel® Core™ i3-9100F Processor,65.0,65.0,False,4,4,False
intel core i3-9100t,Core i3-9100T  - Intel,Intel® Core™ i3-9100T Processor,35.0,35.0,False,4,4,False
intel core i3-9300,Core i3-9300  - Intel,Intel® Core™ i3-9300 Processor,62.0,62.0,False,4,4,False
intel core i3-9300t,Core i3-9300T  - Intel,Intel® Core™ i3-9300T Processor,35.0,35.0,False,4,4,False
intel core i3-9350kf,Core i3-9350KF  - Intel,Intel® Core™ i3-9350KF Processor,91.0,91.0,False,4,4,False
intel core i5-1035g1,Core i5-1035G1  - Intel,Intel® Core™ i5-1035G1 Processor,15.0,15.0,False,4,4,False
intel core i5-1035g4,Core i5-1035G4  - Intel,Intel® Core™ i5-1035G4 Processor,15.0,15.0,False,4,4,False
intel core i5-1035g7,Core i5-1035G7  - Intel,Intel® Core™ i5-1035G7 Processor,15.0,15.0,False,4,4,False
intel core i5-12600k,Core i5-12600K  - Intel,Intel® Core™ i5-12600K Processor,125.0,125.0,False,10,10,False
intel core i5-12600kf,Core i5-12600KF  - Intel,Intel® Core™ i5-12600KF Processor,125.0,125.0,False,10,10,False
intel core i5-13600k,Core i5-13600K  - Intel,Intel® Core™ i5-13600K Processor,125.0,125.0,False,14,14,False
intel core i5-13600kf,Core i5-13600KF  - Intel,Intel® Core™ i5-13600KF Processor,125.0,125.0,False,14,14,False
intel core i5-4570r,Core i5-4570R  - Intel,Intel® Core™ i5-4570R Processor,65.0,65.0,False,4,4,False
intel core i5-4670r,Core i5-4670R  - Intel,Intel® Core™ i5-4670R Processor,65.0,65.0,False,4,4,False
intel core i5-5350h,Core i5-5350H  - Intel,Intel® Core™ i5-5350H Processor,47.0,47.0,False,2,2,False
intel core i5-5575r,Core i5-5575R  - Intel,Intel® Core™ i5-5575R Processor,65.0,65.0,False,4,4,False
intel core i5-5675c,Core i5-5675C  - Intel,Intel® Core™ i5-5675C Processor,65.0,65.0,False,4,4,False
intel core i5-5675r,Core i5-5675R  - Intel,Intel® Core™ i5-5675R Processor,65.0,65.0,False,4,4,False
intel core i5-6200u,Core i5-6200U  - Intel,Intel® Core™ i5-6200U Processor,15.0,15.0,False,2,2,False
intel core i5-6260u,Core i5-6260U  - Intel,Intel® Core™ i5-6260U Processor,15.0,15.0,False,2,2,False
intel core i5-6267u,Core i5-6267U  - Intel,Intel® Core™ i5-6267U Processor,28.0,28.0,False,2,2,False
intel core i5-6287u,Core i5-6287U  - Intel,Intel® Core™ i5-6287U Processor,28.0,28.0,False,2,2,False
intel core i5-6300hq,Core i5-6300HQ  - Intel,Intel® Core™ i5-6300HQ Processor,45.0,45.0,False,4,4,False
intel core i5-6300u,Core i5-6300U  - Intel,Intel® Core™ i5-6300U Processor,15.0,15.0,False,2,2,False
intel core i5-6350hq,Core i5-6350HQ  - Intel,Intel® Core™ i5-6350HQ Processor,45.0,45.0,False,4,4,False
intel core i5-6360u,Core i5-6360U  - Intel,Intel® Core™ i5-6360U Processor,15.0,15.0,False,2,2,False
intel core i5-6400,Core i5-6400  - Intel,Intel® Core™ i5-6400 Processor,65.0,65.0,False,4,4,False
intel core i5-6400t,Core i5-6400T  - Intel,Intel® Core™ i5-6400T Processor,35.0,35.0,False,4,4,False
intel core i5-6402p,Core i5-6402P  - Intel,Intel® Core™ i5-6402P Processor,65.0,65.0,False,4,4,False
intel core i5-6440eq,Core i5-6440EQ  - Intel,Intel® Core™ i5-6440EQ Processor,45.0,45.0,False,4,4,False
intel core i5-6440hq,Core i5-6440HQ  - Intel,Intel® Core™ i5-6440HQ Processor,45.0,45.0,False,4,4,False
intel core i5-6442eq,Core i5-6442EQ  - Intel,Intel® Core™ i5-6442EQ Processor,25.0,25.0,False,4,4,False
intel core i5-6500,Core i5-6500  - Intel,Intel® Core™ i5-6500 Processor,65.0,65.0,False,4,4,False
intel core i5-6500t,Core i5-6500T  - Intel,Intel® Core™ i5-6500T Processor,35.0,35.0,False,4,4,False
intel core i5-6500te,Core i5-6500TE  - Intel,Intel® Core™ i5-6500TE Processor,35.0,35.0,False,4,4,False
intel core i5-6585r,Core i5-6585R  - Intel,Intel® Core™ i5-6585R Processor,65.0,65.0,False,4,4,False
intel core i5-6600,Core i5-6600  - Intel,Intel® Core™ i5-6600 Processor,65.0,65.0,False,4,4,False
intel core i5-6600k,Core i5-6600K  - Intel,Intel® Core™ i5-6600K Processor,91.0,91.0,False,4,4,False
intel core i5-6600t,Core i5-6600T  - Intel,Intel® Core™ i5-6600T Processor,35.0,35.0,False,4,4,False
intel core i5-6685r,Core i5-6685R  - Intel,Intel® Core™ i5-6685R Processor,65.0,65.0,False,4,4,False
intel core i5-7200u,Core i5-7200U  - Intel,Intel® Core™ i5-7200U Processor,15.0,15.0,False,2,2,False
intel core i5-7260u,Core i5-7260U  - Intel,Intel® Core™ i5-7260U Processor,15.0,15.0,False,2,2,False
